constraint_id,prompt_id,constraint_type,check_text,object_1,object_2,object_1_group,object_2_group,relation,relation_text,target_object,target_object_group,target_count,attribute,attribute_category,attribute_1,attribute_1_category,attribute_2,attribute_2_category,object_slot,attribute_slot
combined_attribute_cardinality_010_attr_binding_object_2,combined_attribute_cardinality_010,attribute_binding,The index card in object_2 should have the 'red-and-white striped' visual attribute.,,index card,,surfaces,,,index card,surfaces,,red-and-white striped,pattern_texture,,,red-and-white striped,pattern_texture,object_2,object_2
combined_attribute_cardinality_011_identity_object_1,combined_attribute_cardinality_011,object_identity,The object in object_1 should be identifiable as a rubber band.,rubber band,,small_items,,,,rubber band,small_items,,,,,,,,object_1,
combined_attribute_cardinality_011_identity_object_2,combined_attribute_cardinality_011,object_identity,The object in object_2 should be identifiable as a index card.,,index card,,surfaces,,,index card,surfaces,,,,,,,,object_2,
combined_attribute_cardinality_011_cardinality,combined_attribute_cardinality_011,cardinality,The dominant generated object group corresponding to the requested rubber band slot should contain exactly 4 visible instances.,rubber band,,small_items,,,,rubber band,small_items,4,,,,,,,object_1,
combined_attribute_cardinality_011_attr_presence_object_1,combined_attribute_cardinality_011,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,,,,,,,,,plastic,material_finish,plastic,material_finish,,,,object_1
combined_attribute_cardinality_011_attr_presence_object_2,combined_attribute_cardinality_011,attribute_presence,The visual attribute 'white speckled' should be clearly present in the image.,,,,,,,,,,white speckled,pattern_texture,,,white speckled,pattern_texture,,object_2
combined_attribute_cardinality_011_attr_binding_object_1,combined_attribute_cardinality_011,attribute_binding,The rubber band in object_1 should have the 'plastic' visual attribute.,rubber band,,small_items,,,,rubber band,small_items,,plastic,material_finish,plastic,material_finish,,,object_1,object_1
combined_attribute_cardinality_011_attr_binding_object_2,combined_attribute_cardinality_011,attribute_binding,The index card in object_2 should have the 'white speckled' visual attribute.,,index card,,surfaces,,,index card,surfaces,,white speckled,pattern_texture,,,white speckled,pattern_texture,object_2,object_2
combined_attribute_cardinality_012_identity_object_1,combined_attribute_cardinality_012,object_identity,The object in object_1 should be identifiable as a coin.,coin,,small_items,,,,coin,small_items,,,,,,,,object_1,
combined_attribute_cardinality_012_identity_object_2,combined_attribute_cardinality_012,object_identity,The object in object_2 should be identifiable as a flat washer.,,flat washer,,small_items,,,flat washer,small_items,,,,,,,,object_2,
combined_attribute_cardinality_012_cardinality,combined_attribute_cardinality_012,cardinality,The dominant generated object group corresponding to the requested coin slot should contain exactly 4 visible instances.,coin,,small_items,,,,coin,small_items,4,,,,,,,object_1,
combined_attribute_cardinality_012_attr_presence_object_1,combined_attribute_cardinality_012,attribute_presence,The visual attribute 'transparent glass' should be clearly present in the image.,,,,,,,,,,transparent glass,material_finish,transparent glass,material_finish,,,,object_1
combined_attribute_cardinality_012_attr_presence_object_2,combined_attribute_cardinality_012,attribute_presence,The visual attribute 'matte black' should be clearly present in the image.,,,,,,,,,,matte black,material_finish,,,matte black,material_finish,,object_2
combined_attribute_cardinality_012_attr_binding_object_1,combined_attribute_cardinality_012,attribute_binding,The coin in object_1 should have the 'transparent glass' visual attribute.,coin,,small_items,,,,coin,small_items,,transparent glass,material_finish,transparent glass,material_finish,,,object_1,object_1
combined_attribute_cardinality_012_attr_binding_object_2,combined_attribute_cardinality_012,attribute_binding,The flat washer in object_2 should have the 'matte black' visual attribute.,,flat washer,,small_items,,,flat washer,small_items,,matte black,material_finish,,,matte black,material_finish,object_2,object_2
combined_attribute_cardinality_013_identity_object_1,combined_attribute_cardinality_013,object_identity,The object in object_1 should be identifiable as a button.,button,,small_items,,,,button,small_items,,,,,,,,object_1,
combined_attribute_cardinality_013_identity_object_2,combined_attribute_cardinality_013,object_identity,The object in object_2 should be identifiable as a marble.,,marble,,small_items,,,marble,small_items,,,,,,,,object_2,
combined_attribute_cardinality_013_cardinality,combined_attribute_cardinality_013,cardinality,The dominant generated object group corresponding to the requested button slot should contain exactly 5 visible instances.,button,,small_items,,,,button,small_items,5,,,,,,,object_1,
combined_attribute_cardinality_013_attr_presence_object_1,combined_attribute_cardinality_013,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,,,,,,,,,ceramic,material_finish,ceramic,material_finish,,,,object_1
combined_attribute_cardinality_013_attr_presence_object_2,combined_attribute_cardinality_013,attribute_presence,The visual attribute 'glossy white' should be clearly present in the image.,,,,,,,,,,glossy white,material_finish,,,glossy white,material_finish,,object_2
combined_attribute_cardinality_013_attr_binding_object_1,combined_attribute_cardinality_013,attribute_binding,The button in object_1 should have the 'ceramic' visual attribute.,button,,small_items,,,,button,small_items,,ceramic,material_finish,ceramic,material_finish,,,object_1,object_1
combined_attribute_cardinality_013_attr_binding_object_2,combined_attribute_cardinality_013,attribute_binding,The marble in object_2 should have the 'glossy white' visual attribute.,,marble,,small_items,,,marble,small_items,,glossy white,material_finish,,,glossy white,material_finish,object_2,object_2
combined_attribute_cardinality_014_identity_object_1,combined_attribute_cardinality_014,object_identity,The object in object_1 should be identifiable as a coin.,coin,,small_items,,,,coin,small_items,,,,,,,,object_1,
combined_attribute_cardinality_014_identity_object_2,combined_attribute_cardinality_014,object_identity,The object in object_2 should be identifiable as a food container.,,food container,,containers,,,food container,containers,,,,,,,,object_2,
combined_attribute_cardinality_014_cardinality,combined_attribute_cardinality_014,cardinality,The dominant generated object group corresponding to the requested coin slot should contain exactly 5 visible instances.,coin,,small_items,,,,coin,small_items,5,,,,,,,object_1,
combined_attribute_cardinality_014_attr_presence_object_1,combined_attribute_cardinality_014,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,,,,,,,,,ceramic,material_finish,ceramic,material_finish,,,,object_1
combined_attribute_cardinality_014_attr_presence_object_2,combined_attribute_cardinality_014,attribute_presence,The visual attribute 'black-and-white checkered' should be clearly present in the image.,,,,,,,,,,black-and-white checkered,pattern_texture,,,black-and-white checkered,pattern_texture,,object_2
combined_attribute_cardinality_014_attr_binding_object_1,combined_attribute_cardinality_014,attribute_binding,The coin in object_1 should have the 'ceramic' visual attribute.,coin,,small_items,,,,coin,small_items,,ceramic,material_finish,ceramic,material_finish,,,object_1,object_1
combined_attribute_cardinality_014_attr_binding_object_2,combined_attribute_cardinality_014,attribute_binding,The food container in object_2 should have the 'black-and-white checkered' visual attribute.,,food container,,containers,,,food container,containers,,black-and-white checkered,pattern_texture,,,black-and-white checkered,pattern_texture,object_2,object_2
combined_attribute_cardinality_015_identity_object_1,combined_attribute_cardinality_015,object_identity,The object in object_1 should be identifiable as a paper clip.,paper clip,,small_items,,,,paper clip,small_items,,,,,,,,object_1,
combined_attribute_cardinality_015_identity_object_2,combined_attribute_cardinality_015,object_identity,The object in object_2 should be identifiable as a cup.,,cup,,containers,,,cup,containers,,,,,,,,object_2,
combined_attribute_cardinality_015_cardinality,combined_attribute_cardinality_015,cardinality,The dominant generated object group corresponding to the requested paper clip slot should contain exactly 5 visible instances.,paper clip,,small_items,,,,paper clip,small_items,5,,,,,,,object_1,
combined_attribute_cardinality_015_attr_presence_object_1,combined_attribute_cardinality_015,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,,,,,,,,,ceramic,material_finish,ceramic,material_finish,,,,object_1
combined_attribute_cardinality_015_attr_presence_object_2,combined_attribute_cardinality_015,attribute_presence,The visual attribute 'reflective metallic' should be clearly present in the image.,,,,,,,,,,reflective metallic,material_finish,,,reflective metallic,material_finish,,object_2
combined_attribute_cardinality_015_attr_binding_object_1,combined_attribute_cardinality_015,attribute_binding,The paper clip in object_1 should have the 'ceramic' visual attribute.,paper clip,,small_items,,,,paper clip,small_items,,ceramic,material_finish,ceramic,material_finish,,,object_1,object_1
combined_attribute_cardinality_015_attr_binding_object_2,combined_attribute_cardinality_015,attribute_binding,The cup in object_2 should have the 'reflective metallic' visual attribute.,,cup,,containers,,,cup,containers,,reflective metallic,material_finish,,,reflective metallic,material_finish,object_2,object_2
combined_attribute_cardinality_016_identity_object_1,combined_attribute_cardinality_016,object_identity,The object in object_1 should be identifiable as a button.,button,,small_items,,,,button,small_items,,,,,,,,object_1,
combined_attribute_cardinality_016_identity_object_2,combined_attribute_cardinality_016,object_identity,The object in object_2 should be identifiable as a notebook.,,notebook,,surfaces,,,notebook,surfaces,,,,,,,,object_2,
combined_attribute_cardinality_016_cardinality,combined_attribute_cardinality_016,cardinality,The dominant generated object group corresponding to the requested button slot should contain exactly 5 visible instances.,button,,small_items,,,,button,small_items,5,,,,,,,object_1,
combined_attribute_cardinality_016_attr_presence_object_1,combined_attribute_cardinality_016,attribute_presence,The visual attribute 'glossy white' should be clearly present in the image.,,,,,,,,,,glossy white,material_finish,glossy white,material_finish,,,,object_1
combined_attribute_cardinality_016_attr_presence_object_2,combined_attribute_cardinality_016,attribute_presence,The visual attribute 'white speckled' should be clearly present in the image.,,,,,,,,,,white speckled,pattern_texture,,,white speckled,pattern_texture,,object_2
combined_attribute_cardinality_016_attr_binding_object_1,combined_attribute_cardinality_016,attribute_binding,The button in object_1 should have the 'glossy white' visual attribute.,button,,small_items,,,,button,small_items,,glossy white,material_finish,glossy white,material_finish,,,object_1,object_1
combined_attribute_cardinality_016_attr_binding_object_2,combined_attribute_cardinality_016,attribute_binding,The notebook in object_2 should have the 'white speckled' visual attribute.,,notebook,,surfaces,,,notebook,surfaces,,white speckled,pattern_texture,,,white speckled,pattern_texture,object_2,object_2
combined_attribute_cardinality_017_identity_object_1,combined_attribute_cardinality_017,object_identity,The object in object_1 should be identifiable as a flat washer.,flat washer,,small_items,,,,flat washer,small_items,,,,,,,,object_1,
combined_attribute_cardinality_017_identity_object_2,combined_attribute_cardinality_017,object_identity,The object in object_2 should be identifiable as a cup.,,cup,,containers,,,cup,containers,,,,,,,,object_2,
combined_attribute_cardinality_017_cardinality,combined_attribute_cardinality_017,cardinality,The dominant generated object group corresponding to the requested flat washer slot should contain exactly 5 visible instances.,flat washer,,small_items,,,,flat washer,small_items,5,,,,,,,object_1,
combined_attribute_cardinality_017_attr_presence_object_1,combined_attribute_cardinality_017,attribute_presence,The visual attribute 'glossy white' should be clearly present in the image.,,,,,,,,,,glossy white,material_finish,glossy white,material_finish,,,,object_1
combined_attribute_cardinality_017_attr_presence_object_2,combined_attribute_cardinality_017,attribute_presence,The visual attribute 'black-and-white checkered' should be clearly present in the image.,,,,,,,,,,black-and-white checkered,pattern_texture,,,black-and-white checkered,pattern_texture,,object_2
combined_attribute_cardinality_017_attr_binding_object_1,combined_attribute_cardinality_017,attribute_binding,The flat washer in object_1 should have the 'glossy white' visual attribute.,flat washer,,small_items,,,,flat washer,small_items,,glossy white,material_finish,glossy white,material_finish,,,object_1,object_1
combined_attribute_cardinality_017_attr_binding_object_2,combined_attribute_cardinality_017,attribute_binding,The cup in object_2 should have the 'black-and-white checkered' visual attribute.,,cup,,containers,,,cup,containers,,black-and-white checkered,pattern_texture,,,black-and-white checkered,pattern_texture,object_2,object_2
combined_attribute_cardinality_018_identity_object_1,combined_attribute_cardinality_018,object_identity,The object in object_1 should be identifiable as a button.,button,,small_items,,,,button,small_items,,,,,,,,object_1,
combined_attribute_cardinality_018_identity_object_2,combined_attribute_cardinality_018,object_identity,The object in object_2 should be identifiable as a marble.,,marble,,small_items,,,marble,small_items,,,,,,,,object_2,
combined_attribute_cardinality_018_cardinality,combined_attribute_cardinality_018,cardinality,The dominant generated object group corresponding to the requested button slot should contain exactly 5 visible instances.,button,,small_items,,,,button,small_items,5,,,,,,,object_1,
combined_attribute_cardinality_018_attr_presence_object_1,combined_attribute_cardinality_018,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,,,,,,,,,plastic,material_finish,plastic,material_finish,,,,object_1
combined_attribute_cardinality_018_attr_presence_object_2,combined_attribute_cardinality_018,attribute_presence,The visual attribute 'glossy white' should be clearly present in the image.,,,,,,,,,,glossy white,material_finish,,,glossy white,material_finish,,object_2
combined_attribute_cardinality_018_attr_binding_object_1,combined_attribute_cardinality_018,attribute_binding,The button in object_1 should have the 'plastic' visual attribute.,button,,small_items,,,,button,small_items,,plastic,material_finish,plastic,material_finish,,,object_1,object_1
combined_attribute_cardinality_018_attr_binding_object_2,combined_attribute_cardinality_018,attribute_binding,The marble in object_2 should have the 'glossy white' visual attribute.,,marble,,small_items,,,marble,small_items,,glossy white,material_finish,,,glossy white,material_finish,object_2,object_2
combined_attribute_cardinality_019_identity_object_1,combined_attribute_cardinality_019,object_identity,The object in object_1 should be identifiable as a coin.,coin,,small_items,,,,coin,small_items,,,,,,,,object_1,
combined_attribute_cardinality_019_identity_object_2,combined_attribute_cardinality_019,object_identity,The object in object_2 should be identifiable as a marble.,,marble,,small_items,,,marble,small_items,,,,,,,,object_2,
combined_attribute_cardinality_019_cardinality,combined_attribute_cardinality_019,cardinality,The dominant generated object group corresponding to the requested coin slot should contain exactly 5 visible instances.,coin,,small_items,,,,coin,small_items,5,,,,,,,object_1,
combined_attribute_cardinality_019_attr_presence_object_1,combined_attribute_cardinality_019,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,,,,,,,,,plastic,material_finish,plastic,material_finish,,,,object_1
combined_attribute_cardinality_019_attr_presence_object_2,combined_attribute_cardinality_019,attribute_presence,The visual attribute 'matte black' should be clearly present in the image.,,,,,,,,,,matte black,material_finish,,,matte black,material_finish,,object_2
combined_attribute_cardinality_019_attr_binding_object_1,combined_attribute_cardinality_019,attribute_binding,The coin in object_1 should have the 'plastic' visual attribute.,coin,,small_items,,,,coin,small_items,,plastic,material_finish,plastic,material_finish,,,object_1,object_1
combined_attribute_cardinality_019_attr_binding_object_2,combined_attribute_cardinality_019,attribute_binding,The marble in object_2 should have the 'matte black' visual attribute.,,marble,,small_items,,,marble,small_items,,matte black,material_finish,,,matte black,material_finish,object_2,object_2
combined_attribute_cardinality_020_identity_object_1,combined_attribute_cardinality_020,object_identity,The object in object_1 should be identifiable as a coin.,coin,,small_items,,,,coin,small_items,,,,,,,,object_1,
combined_attribute_cardinality_020_identity_object_2,combined_attribute_cardinality_020,object_identity,The object in object_2 should be identifiable as a die.,,die,,small_items,,,die,small_items,,,,,,,,object_2,
combined_attribute_cardinality_020_cardinality,combined_attribute_cardinality_020,cardinality,The dominant generated object group corresponding to the requested coin slot should contain exactly 5 visible instances.,coin,,small_items,,,,coin,small_items,5,,,,,,,object_1,
combined_attribute_cardinality_020_attr_presence_object_1,combined_attribute_cardinality_020,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,,,,,,,,,plastic,material_finish,plastic,material_finish,,,,object_1
combined_attribute_cardinality_020_attr_presence_object_2,combined_attribute_cardinality_020,attribute_presence,The visual attribute 'reflective metallic' should be clearly present in the image.,,,,,,,,,,reflective metallic,material_finish,,,reflective metallic,material_finish,,object_2
combined_attribute_cardinality_020_attr_binding_object_1,combined_attribute_cardinality_020,attribute_binding,The coin in object_1 should have the 'plastic' visual attribute.,coin,,small_items,,,,coin,small_items,,plastic,material_finish,plastic,material_finish,,,object_1,object_1
combined_attribute_cardinality_020_attr_binding_object_2,combined_attribute_cardinality_020,attribute_binding,The die in object_2 should have the 'reflective metallic' visual attribute.,,die,,small_items,,,die,small_items,,reflective metallic,material_finish,,,reflective metallic,material_finish,object_2,object_2
combined_attribute_cardinality_021_identity_object_1,combined_attribute_cardinality_021,object_identity,The object in object_1 should be identifiable as a flat washer.,flat washer,,small_items,,,,flat washer,small_items,,,,,,,,object_1,
combined_attribute_cardinality_021_identity_object_2,combined_attribute_cardinality_021,object_identity,The object in object_2 should be identifiable as a bottle cap.,,bottle cap,,small_items,,,bottle cap,small_items,,,,,,,,object_2,
combined_attribute_cardinality_021_cardinality,combined_attribute_cardinality_021,cardinality,The dominant generated object group corresponding to the requested flat washer slot should contain exactly 5 visible instances.,flat washer,,small_items,,,,flat washer,small_items,5,,,,,,,object_1,
combined_attribute_cardinality_021_attr_presence_object_1,combined_attribute_cardinality_021,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,,,,,,,,,plastic,material_finish,plastic,material_finish,,,,object_1
combined_attribute_cardinality_021_attr_presence_object_2,combined_attribute_cardinality_021,attribute_presence,The visual attribute 'reflective metallic' should be clearly present in the image.,,,,,,,,,,reflective metallic,material_finish,,,reflective metallic,material_finish,,object_2
combined_attribute_cardinality_021_attr_binding_object_1,combined_attribute_cardinality_021,attribute_binding,The flat washer in object_1 should have the 'plastic' visual attribute.,flat washer,,small_items,,,,flat washer,small_items,,plastic,material_finish,plastic,material_finish,,,object_1,object_1
combined_attribute_cardinality_021_attr_binding_object_2,combined_attribute_cardinality_021,attribute_binding,The bottle cap in object_2 should have the 'reflective metallic' visual attribute.,,bottle cap,,small_items,,,bottle cap,small_items,,reflective metallic,material_finish,,,reflective metallic,material_finish,object_2,object_2
combined_attribute_cardinality_022_identity_object_1,combined_attribute_cardinality_022,object_identity,The object in object_1 should be identifiable as a thumbtack.,thumbtack,,small_items,,,,thumbtack,small_items,,,,,,,,object_1,
combined_attribute_cardinality_022_identity_object_2,combined_attribute_cardinality_022,object_identity,The object in object_2 should be identifiable as a button.,,button,,small_items,,,button,small_items,,,,,,,,object_2,
combined_attribute_cardinality_022_cardinality,combined_attribute_cardinality_022,cardinality,The dominant generated object group corresponding to the requested thumbtack slot should contain exactly 5 visible instances.,thumbtack,,small_items,,,,thumbtack,small_items,5,,,,,,,object_1,
combined_attribute_cardinality_022_attr_presence_object_1,combined_attribute_cardinality_022,attribute_presence,The visual attribute 'reflective metallic' should be clearly present in the image.,,,,,,,,,,reflective metallic,material_finish,reflective metallic,material_finish,,,,object_1
combined_attribute_cardinality_022_attr_presence_object_2,combined_attribute_cardinality_022,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,,,,,,,,,plastic,material_finish,,,plastic,material_finish,,object_2
combined_attribute_cardinality_022_attr_binding_object_1,combined_attribute_cardinality_022,attribute_binding,The thumbtack in object_1 should have the 'reflective metallic' visual attribute.,thumbtack,,small_items,,,,thumbtack,small_items,,reflective metallic,material_finish,reflective metallic,material_finish,,,object_1,object_1
combined_attribute_cardinality_022_attr_binding_object_2,combined_attribute_cardinality_022,attribute_binding,The button in object_2 should have the 'plastic' visual attribute.,,button,,small_items,,,button,small_items,,plastic,material_finish,,,plastic,material_finish,object_2,object_2
combined_attribute_cardinality_023_identity_object_1,combined_attribute_cardinality_023,object_identity,The object in object_1 should be identifiable as a flat washer.,flat washer,,small_items,,,,flat washer,small_items,,,,,,,,object_1,
combined_attribute_cardinality_023_identity_object_2,combined_attribute_cardinality_023,object_identity,The object in object_2 should be identifiable as a thumbtack.,,thumbtack,,small_items,,,thumbtack,small_items,,,,,,,,object_2,
combined_attribute_cardinality_023_cardinality,combined_attribute_cardinality_023,cardinality,The dominant generated object group corresponding to the requested flat washer slot should contain exactly 5 visible instances.,flat washer,,small_items,,,,flat washer,small_items,5,,,,,,,object_1,
combined_attribute_cardinality_023_attr_presence_object_1,combined_attribute_cardinality_023,attribute_presence,The visual attribute 'transparent glass' should be clearly present in the image.,,,,,,,,,,transparent glass,material_finish,transparent glass,material_finish,,,,object_1
combined_attribute_cardinality_023_attr_presence_object_2,combined_attribute_cardinality_023,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,,,,,,,,,ceramic,material_finish,,,ceramic,material_finish,,object_2
combined_attribute_cardinality_023_attr_binding_object_1,combined_attribute_cardinality_023,attribute_binding,The flat washer in object_1 should have the 'transparent glass' visual attribute.,flat washer,,small_items,,,,flat washer,small_items,,transparent glass,material_finish,transparent glass,material_finish,,,object_1,object_1
combined_attribute_cardinality_023_attr_binding_object_2,combined_attribute_cardinality_023,attribute_binding,The thumbtack in object_2 should have the 'ceramic' visual attribute.,,thumbtack,,small_items,,,thumbtack,small_items,,ceramic,material_finish,,,ceramic,material_finish,object_2,object_2
combined_attribute_cardinality_024_identity_object_1,combined_attribute_cardinality_024,object_identity,The object in object_1 should be identifiable as a coin.,coin,,small_items,,,,coin,small_items,,,,,,,,object_1,
combined_attribute_cardinality_024_identity_object_2,combined_attribute_cardinality_024,object_identity,The object in object_2 should be identifiable as a tray.,,tray,,containers,,,tray,containers,,,,,,,,object_2,
combined_attribute_cardinality_024_cardinality,combined_attribute_cardinality_024,cardinality,The dominant generated object group corresponding to the requested coin slot should contain exactly 6 visible instances.,coin,,small_items,,,,coin,small_items,6,,,,,,,object_1,
combined_attribute_cardinality_024_attr_presence_object_1,combined_attribute_cardinality_024,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,,,,,,,,,ceramic,material_finish,ceramic,material_finish,,,,object_1
combined_attribute_cardinality_024_attr_presence_object_2,combined_attribute_cardinality_024,attribute_presence,The visual attribute 'blue-and-white striped' should be clearly present in the image.,,,,,,,,,,blue-and-white striped,pattern_texture,,,blue-and-white striped,pattern_texture,,object_2
combined_attribute_cardinality_024_attr_binding_object_1,combined_attribute_cardinality_024,attribute_binding,The coin in object_1 should have the 'ceramic' visual attribute.,coin,,small_items,,,,coin,small_items,,ceramic,material_finish,ceramic,material_finish,,,object_1,object_1
combined_attribute_cardinality_024_attr_binding_object_2,combined_attribute_cardinality_024,attribute_binding,The tray in object_2 should have the 'blue-and-white striped' visual attribute.,,tray,,containers,,,tray,containers,,blue-and-white striped,pattern_texture,,,blue-and-white striped,pattern_texture,object_2,object_2
combined_attribute_cardinality_025_identity_object_1,combined_attribute_cardinality_025,object_identity,The object in object_1 should be identifiable as a coin.,coin,,small_items,,,,coin,small_items,,,,,,,,object_1,
combined_attribute_cardinality_025_identity_object_2,combined_attribute_cardinality_025,object_identity,The object in object_2 should be identifiable as a napkin.,,napkin,,surfaces,,,napkin,surfaces,,,,,,,,object_2,
combined_attribute_cardinality_025_cardinality,combined_attribute_cardinality_025,cardinality,The dominant generated object group corresponding to the requested coin slot should contain exactly 6 visible instances.,coin,,small_items,,,,coin,small_items,6,,,,,,,object_1,
combined_attribute_cardinality_025_attr_presence_object_1,combined_attribute_cardinality_025,attribute_presence,The visual attribute 'glossy white' should be clearly present in the image.,,,,,,,,,,glossy white,material_finish,glossy white,material_finish,,,,object_1
combined_attribute_cardinality_025_attr_presence_object_2,combined_attribute_cardinality_025,attribute_presence,The visual attribute 'blue-and-white striped' should be clearly present in the image.,,,,,,,,,,blue-and-white striped,pattern_texture,,,blue-and-white striped,pattern_texture,,object_2
combined_attribute_cardinality_025_attr_binding_object_1,combined_attribute_cardinality_025,attribute_binding,The coin in object_1 should have the 'glossy white' visual attribute.,coin,,small_items,,,,coin,small_items,,glossy white,material_finish,glossy white,material_finish,,,object_1,object_1
combined_attribute_cardinality_025_attr_binding_object_2,combined_attribute_cardinality_025,attribute_binding,The napkin in object_2 should have the 'blue-and-white striped' visual attribute.,,napkin,,surfaces,,,napkin,surfaces,,blue-and-white striped,pattern_texture,,,blue-and-white striped,pattern_texture,object_2,object_2
combined_attribute_cardinality_026_identity_object_1,combined_attribute_cardinality_026,object_identity,The object in object_1 should be identifiable as a button.,button,,small_items,,,,button,small_items,,,,,,,,object_1,
combined_attribute_cardinality_026_identity_object_2,combined_attribute_cardinality_026,object_identity,The object in object_2 should be identifiable as a small box.,,small box,,containers,,,small box,containers,,,,,,,,object_2,
combined_attribute_cardinality_026_cardinality,combined_attribute_cardinality_026,cardinality,The dominant generated object group corresponding to the requested button slot should contain exactly 6 visible instances.,button,,small_items,,,,button,small_items,6,,,,,,,object_1,
combined_attribute_cardinality_026_attr_presence_object_1,combined_attribute_cardinality_026,attribute_presence,The visual attribute 'matte black' should be clearly present in the image.,,,,,,,,,,matte black,material_finish,matte black,material_finish,,,,object_1
combined_attribute_cardinality_026_attr_presence_object_2,combined_attribute_cardinality_026,attribute_presence,The visual attribute 'blue-and-white striped' should be clearly present in the image.,,,,,,,,,,blue-and-white striped,pattern_texture,,,blue-and-white striped,pattern_texture,,object_2
combined_attribute_cardinality_026_attr_binding_object_1,combined_attribute_cardinality_026,attribute_binding,The button in object_1 should have the 'matte black' visual attribute.,button,,small_items,,,,button,small_items,,matte black,material_finish,matte black,material_finish,,,object_1,object_1
combined_attribute_cardinality_026_attr_binding_object_2,combined_attribute_cardinality_026,attribute_binding,The small box in object_2 should have the 'blue-and-white striped' visual attribute.,,small box,,containers,,,small box,containers,,blue-and-white striped,pattern_texture,,,blue-and-white striped,pattern_texture,object_2,object_2
combined_attribute_cardinality_027_identity_object_1,combined_attribute_cardinality_027,object_identity,The object in object_1 should be identifiable as a rubber band.,rubber band,,small_items,,,,rubber band,small_items,,,,,,,,object_1,
combined_attribute_cardinality_027_identity_object_2,combined_attribute_cardinality_027,object_identity,The object in object_2 should be identifiable as a die.,,die,,small_items,,,die,small_items,,,,,,,,object_2,
combined_attribute_cardinality_027_cardinality,combined_attribute_cardinality_027,cardinality,The dominant generated object group corresponding to the requested rubber band slot should contain exactly 6 visible instances.,rubber band,,small_items,,,,rubber band,small_items,6,,,,,,,object_1,
combined_attribute_cardinality_027_attr_presence_object_1,combined_attribute_cardinality_027,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,,,,,,,,,plastic,material_finish,plastic,material_finish,,,,object_1
combined_attribute_cardinality_027_attr_presence_object_2,combined_attribute_cardinality_027,attribute_presence,The visual attribute 'glossy white' should be clearly present in the image.,,,,,,,,,,glossy white,material_finish,,,glossy white,material_finish,,object_2
combined_attribute_cardinality_027_attr_binding_object_1,combined_attribute_cardinality_027,attribute_binding,The rubber band in object_1 should have the 'plastic' visual attribute.,rubber band,,small_items,,,,rubber band,small_items,,plastic,material_finish,plastic,material_finish,,,object_1,object_1
combined_attribute_cardinality_027_attr_binding_object_2,combined_attribute_cardinality_027,attribute_binding,The die in object_2 should have the 'glossy white' visual attribute.,,die,,small_items,,,die,small_items,,glossy white,material_finish,,,glossy white,material_finish,object_2,object_2
combined_attribute_cardinality_028_identity_object_1,combined_attribute_cardinality_028,object_identity,The object in object_1 should be identifiable as a bottle cap.,bottle cap,,small_items,,,,bottle cap,small_items,,,,,,,,object_1,
combined_attribute_cardinality_028_identity_object_2,combined_attribute_cardinality_028,object_identity,The object in object_2 should be identifiable as a button.,,button,,small_items,,,button,small_items,,,,,,,,object_2,
combined_attribute_cardinality_028_cardinality,combined_attribute_cardinality_028,cardinality,The dominant generated object group corresponding to the requested bottle cap slot should contain exactly 3 visible instances.,bottle cap,,small_items,,,,bottle cap,small_items,3,,,,,,,object_1,
combined_attribute_cardinality_028_attr_presence_object_1,combined_attribute_cardinality_028,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,,,,,,,,,plastic,material_finish,plastic,material_finish,,,,object_1
combined_attribute_cardinality_028_attr_presence_object_2,combined_attribute_cardinality_028,attribute_presence,The visual attribute 'matte black' should be clearly present in the image.,,,,,,,,,,matte black,material_finish,,,matte black,material_finish,,object_2
combined_attribute_cardinality_028_attr_binding_object_1,combined_attribute_cardinality_028,attribute_binding,The bottle cap in object_1 should have the 'plastic' visual attribute.,bottle cap,,small_items,,,,bottle cap,small_items,,plastic,material_finish,plastic,material_finish,,,object_1,object_1
combined_attribute_cardinality_028_attr_binding_object_2,combined_attribute_cardinality_028,attribute_binding,The button in object_2 should have the 'matte black' visual attribute.,,button,,small_items,,,button,small_items,,matte black,material_finish,,,matte black,material_finish,object_2,object_2
combined_attribute_cardinality_029_identity_object_1,combined_attribute_cardinality_029,object_identity,The object in object_1 should be identifiable as a die.,die,,small_items,,,,die,small_items,,,,,,,,object_1,
combined_attribute_cardinality_029_identity_object_2,combined_attribute_cardinality_029,object_identity,The object in object_2 should be identifiable as a thumbtack.,,thumbtack,,small_items,,,thumbtack,small_items,,,,,,,,object_2,
combined_attribute_cardinality_029_cardinality,combined_attribute_cardinality_029,cardinality,The dominant generated object group corresponding to the requested die slot should contain exactly 3 visible instances.,die,,small_items,,,,die,small_items,3,,,,,,,object_1,
